0	1
0	2
0	3
0	4
0	5
0	1543
0	8
0	4621
0	15
0	6163
0	1044
0	21
0	2078
0	7720
0	43
0	557
0	520
0	52
0	5690
0	59
0	4671
0	65
0	7240
0	1612
0	2135
0	1624
0	527
0	3677
0	96
0	5220
0	107
0	118
0	3191
0	128
0	2198
0	4760
0	156
0	2719
0	183
0	699
0	4294
0	1224
0	7371
0	1228
0	721
0	7895
0	1769
0	241
0	1274
0	2299
0	1277
0	2304
0	271
0	5909
0	5935
0	6953
0	2859
0	9007
0	9011
0	845
0	2382
0	8023
0	870
0	1120
0	7023
0	368
0	1398
0	1599
0	6015
0	9601
0	387
0	7071
0	3496
0	2204
0	4012
0	2482
0	6582
0	9659
0	1983
0	6478
0	482
0	2532
0	5100
0	2030
0	4591
0	9200
0	2545
0	1017
0	4090
0	9726
1	2
1	5
1	6
1	13
1	14
1	1039
1	16
1	3091
1	2581
1	29
1	31
1	5153
1	3621
1	1574
1	5686
1	5687
1	2104
1	5689
1	4154
1	4670
1	864
1	71
1	6583
1	6157
1	82
1	1550
1	91
1	5725
1	1040
1	98
1	1636
1	616
1	3186
1	628
1	119
1	5241
1	634
1	1157
1	3729
1	149
1	8346
1	6814
1	2720
1	3234
1	1307
1	4280
1	186
1	9417
1	4814
1	3295
1	8928
1	2273
1	739
1	5158
1	9449
1	9475
1	261
1	5392
1	4370
1	787
1	790
1	283
1	288
1	5926
1	6957
1	1839
1	5940
1	9015
1	313
1	6970
1	2370
1	6471
1	567
1	7500
1	847
1	3411
1	3413
1	1888
1	8546
1	355
1	9574
1	3434
1	366
1	7546
1	2939
1	3455
1	1924
1	6023
1	6040
1	2969
1	4511
1	936
1	8105
1	944
1	7326
1	951
1	443
1	5570
1	452
1	968
1	2507
1	8658
1	2528
1	2530
1	3559
1	2543
1	5621
1	2044
1	511
2	5
2	6159
2	17
2	18
2	7195
2	30
2	7205
2	41
2	50
2	3129
2	1375
2	61
2	577
2	67
2	7238
2	1607
2	73
2	5901
2	3152
2	9297
2	9814
2	7255
2	2137
2	94
2	1632
2	100
2	2152
2	3697
2	1138
2	4216
2	9338
2	9853
2	133
2	6278
2	4240
2	7315
2	1172
2	1173
2	4975
2	9899
2	8375
2	697
2	2747
2	8894
2	1727
2	6853
2	201
2	715
2	9503
2	120
2	1747
2	4831
2	2275
2	4324
2	1768
2	7919
2	1776
2	756
2	5366
2	1271
2	763
2	5887
2	5890
2	2315
2	2317
2	7439
2	3857
2	6421
2	2949
2	291
2	4146
2	9010
2	2526
2	6458
2	318
2	328
2	2890
2	2379
2	335
2	5469
2	4959
2	9572
2	5181
2	9077
2	4474
2	388
2	3478
2	2440
2	2441
2	2454
2	408
2	3483
2	3996
2	8347
2	8612
2	941
2	9660
2	1475
2	1998
2	2511
2	7125
2	5590
2	9687
2	8157
2	1502
2	2019
2	2020
2	487
2	493
2	7677
2	4594
2	1527
2	506
2	1021
3	9219
3	4101
3	137
3	5514
3	12
3	4750
3	21
3	3161
3	24
3	3995
3	30
3	1572
3	5927
3	2863
3	308
3	3230
3	4278
3	8116
3	1339
3	5574
3	1095
3	8648
3	9100
3	587
3	461
3	1871
3	210
3	601
3	3037
3	492
3	246
3	5368
3	477
3	1660
3	2837
4	4737
4	4613
4	518
4	5640
4	9
4	4362
4	5516
4	4878
4	3345
4	23
4	1048
4	1049
4	5920
4	2081
4	3363
4	9625
4	7340
4	560
4	437
4	777
4	1464
4	8436
4	2241
4	5571
4	837
4	72
4	5705
4	3402
4	5346
4	3032
4	861
4	3170
4	1767
4	874
4	5735
4	509
4	25
4	3701
4	503
4	7801
4	2173
4	6655
5	6742
5	6
5	5127
5	8
5	9746
5	6164
5	22
5	26
5	28
5	542
5	39
5	9768
5	7723
5	1070
5	1032
5	6706
5	8249
5	2150
5	7233
5	588
5	1613
5	1102
5	593
5	594
5	1619
5	84
5	6230
5	87
5	9828
5	5220
5	4709
5	6246
5	4714
5	621
5	114
5	6262
5	3191
5	120
5	1147
5	1148
5	7104
5	4227
5	645
5	5276
5	2218
5	5295
5	2224
5	2590
5	4281
5	7866
5	8896
5	4802
5	3783
5	2253
5	1745
5	8569
5	3814
5	3318
5	2811
5	5373
5	259
5	263
5	8973
5	9508
5	1836
5	3383
5	312
5	8516
5	841
5	4429
5	340
5	5482
5	4461
5	887
5	8057
5	1934
5	5521
5	412
5	1439
5	4515
5	1957
5	2475
5	1456
5	434
5	1471
5	5056
5	973
5	471
5	7141
5	3561
5	4074
5	7664
5	4594
6	7
6	9
6	11
6	3598
6	20
6	3093
6	23
6	4633
6	5152
6	34
6	37
6	6184
6	46
6	7217
6	1074
6	564
6	565
6	8759
6	8372
6	58
6	3131
6	4668
6	2109
6	2622
6	1604
6	97
6	4687
6	81
6	2132
6	7771
6	5306
6	94
6	95
6	3681
6	100
6	7781
6	5052
6	6767
6	3184
6	2161
6	1656
6	5754
6	3707
6	5312
6	2179
6	142
6	2195
6	660
6	1173
6	3736
6	158
6	3747
6	4772
6	113
6	5809
6	4950
6	4790
6	1210
6	704
6	9248
6	2253
6	2254
6	3280
6	3793
6	6356
6	727
6	218
6	4827
6	1250
6	2281
6	235
6	4336
6	3830
6	760
6	1279
6	8450
6	4356
6	3849
6	5898
6	3340
6	4654
6	279
6	792
6	810
6	1323
6	1324
6	3890
6	5422
6	9007
6	306
6	7477
6	8507
6	7221
6	1863
6	1358
6	3410
6	339
6	2388
6	6798
6	342
6	9053
6	350
6	8565
6	894
6	3459
6	6702
6	4486
6	6539
6	9920
6	1936
6	404
6	9119
6	4516
6	422
6	429
6	4527
6	4540
6	5062
6	248
6	4259
6	7639
6	6820
6	8160
6	5713
6	6120
6	7146
6	7518
7	1793
7	7045
7	263
7	5768
7	268
7	1167
7	913
7	5267
7	2974
7	4135
7	424
7	3497
7	1838
7	6455
7	6843
7	3773
7	6719
7	320
7	4417
7	9334
7	200
7	2254
7	2639
7	84
7	8149
7	3926
7	346
7	5211
7	4063
7	3937
7	1891
7	5116
7	9127
7	1516
7	9965
7	5871
7	1648
7	7157
7	2166
7	1147
7	124
8	2560
8	8200
8	10
8	16
8	19
8	6681
8	27
8	6180
8	5157
8	7719
8	3114
8	5165
8	47
8	53
8	4154
8	6154
8	62
8	70
8	74
8	9942
8	90
8	6235
8	93
8	1631
8	2155
8	109
8	3184
8	2682
8	1148
8	637
8	2175
8	136
8	1675
8	144
8	3225
8	7835
8	167
8	170
8	171
8	684
8	175
8	176
8	690
8	1203
8	5305
8	3270
8	8391
8	202
8	717
8	8400
8	214
8	215
8	8923
8	6880
8	1251
8	1255
8	7912
8	5353
8	1260
8	238
8	5359
8	755
8	3316
8	7925
8	7936
8	4862
8	3840
8	8965
8	8751
8	9991
8	781
8	2320
8	6959
8	4399
8	304
8	7987
8	830
8	2879
8	4416
8	8036
8	9080
8	6536
8	394
8	396
8	1933
8	398
8	2450
8	915
8	153
8	751
8	6588
8	446
8	3015
8	5596
8	479
8	1504
8	3562
